parent_sked,parent_sked_part,in_a_group,db_table,ordering,db_name,xpath,irs_type,db_type,line_number,description,version_start,version_end
IRS990ScheduleH,skedh_part_iii,False,skedh_part_iii,98,WrttnDbtCllctnPlcyInd,/IRS990ScheduleH/WrittenDebtCollectionPolicyInd,BooleanType,String(length=5),Part III Section C Line 9a,Written debt collection policy?,2013,
IRS990ScheduleH,skedh_part_i,False,skedh_part_i,247,SkdH_WrttnPlcyInd,/IRS990ScheduleH/WrittenPolicyInd,BooleanType,String(length=5),Part I Line 1b,Written policy?,2013,
IRS990ScheduleI,skedi_part_i,False,skedi_part_i,35,GrntRcrdsMntndInd,/IRS990ScheduleI/GrantRecordsMaintainedInd,BooleanType,String(length=5),Part I Line 1,"Does the organization maintain records to substantiate the amount of the grants or assistance, the grantees' eligibility for the grants or assistance, and the selection criteria used to award the grants or assistance?",2013,
IRS990ScheduleI,skedi_part_iii,True,SkdIGrntsOthrAsstTIndvInUS,5,CshGrntAmt,/IRS990ScheduleI/GrantsOtherAsstToIndivInUSGrp/CashGrantAmt,USAmountType,BigInteger,Part III Column (c),Part III content; Amount of cash grant,2013,
IRS990ScheduleI,skedi_part_iii,True,SkdIGrntsOthrAsstTIndvInUS,32,GrntTxt,/IRS990ScheduleI/GrantsOtherAsstToIndivInUSGrp/GrantTypeTxt,ShortExplanationType,Text,Part III Column (a),Part III content; Type of grant or assistance,2013,
IRS990ScheduleI,skedi_part_iii,True,SkdIGrntsOthrAsstTIndvInUS,38,NnCshAssstncAmt,/IRS990ScheduleI/GrantsOtherAsstToIndivInUSGrp/NonCashAssistanceAmt,USAmountType,BigInteger,Part III Column (d),Part III content; Amount of non-cash assistance,2013,
IRS990ScheduleI,skedi_part_iii,True,SkdIGrntsOthrAsstTIndvInUS,31,NnCshAssstncDsc,/IRS990ScheduleI/GrantsOtherAsstToIndivInUSGrp/NonCashAssistanceDesc,ShortExplanationType,Text,Part III Column (f),Part III content; Description of non-cash assistance,2013,
IRS990ScheduleI,skedi_part_iii,True,SkdIGrntsOthrAsstTIndvInUS,42,RcpntCnt,/IRS990ScheduleI/GrantsOtherAsstToIndivInUSGrp/RecipientCnt,IntegerNNType,BigInteger,Part III Column (b),Part III content; Number of recipients,2013,
IRS990ScheduleI,skedi_part_iii,True,SkdIGrntsOthrAsstTIndvInUS,46,VltnMthdUsdDsc,/IRS990ScheduleI/GrantsOtherAsstToIndivInUSGrp/ValuationMethodUsedDesc,LineExplanationType,String(length=100),Part III Column (e),"Part III content; Method of valuation (book, FMV, appraisal, other)",2013,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,40,RcpntTbl_CshGrntAmt,/IRS990ScheduleI/RecipientTable/CashGrantAmt,USAmountType,BigInteger,Part II; Part II Line  1 Column (d),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Amount of cash grant",2013,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,28,FrgnAddrss_AddrssLn1Txt,/IRS990ScheduleI/RecipientTable/ForeignAddress/AddressLine1,StreetAddressType,String(length=35),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; Address line 1",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,10,FrgnAddrss_AddrssLn1Txt,/IRS990ScheduleI/RecipientTable/ForeignAddress/AddressLine1Txt,StreetAddressType,String(length=35),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; Address line 1",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,20,FrgnAddrss_AddrssLn2Txt,/IRS990ScheduleI/RecipientTable/ForeignAddress/AddressLine2,StreetAddressType,String(length=35),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; Address line 2",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,13,FrgnAddrss_AddrssLn2Txt,/IRS990ScheduleI/RecipientTable/ForeignAddress/AddressLine2Txt,StreetAddressType,String(length=35),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; Address line 2",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,45,FrgnAddrss_CtyNm,/IRS990ScheduleI/RecipientTable/ForeignAddress/City,,Text,Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; City",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,8,FrgnAddrss_CtyNm,/IRS990ScheduleI/RecipientTable/ForeignAddress/CityNm,,Text,Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; City",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,23,FrgnAddrss_CntryCd,/IRS990ScheduleI/RecipientTable/ForeignAddress/Country,CountryType,String(length=2),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; Country",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,26,FrgnAddrss_CntryCd,/IRS990ScheduleI/RecipientTable/ForeignAddress/CountryCd,CountryType,String(length=2),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; Country",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,4,FrgnAddrss_FrgnPstlCd,/IRS990ScheduleI/RecipientTable/ForeignAddress/ForeignPostalCd,,Text,Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; Postal code",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,12,FrgnAddrss_FrgnPstlCd,/IRS990ScheduleI/RecipientTable/ForeignAddress/PostalCode,,Text,Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; Postal code",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,30,FrgnAddrss_PrvncOrSttNm,/IRS990ScheduleI/RecipientTable/ForeignAddress/ProvinceOrState,,Text,Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; Province or state",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,41,FrgnAddrss_PrvncOrSttNm,/IRS990ScheduleI/RecipientTable/ForeignAddress/ProvinceOrStateNm,,Text,Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - Foreign; Province or state",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,1,RcpntTbl_IRCSctnDsc,/IRS990ScheduleI/RecipientTable/IRCSectionDesc,ShortDescriptionType,String(length=20),Part II; Part II Line  1 Column (c),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; IRC code section if applicable",2013,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,3,RcpntTbl_NnCshAssstncAmt,/IRS990ScheduleI/RecipientTable/NonCashAssistanceAmt,USAmountType,BigInteger,Part II; Part II Line  1 Column (e),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Amount of non-cash assistance",2013,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,44,RcpntTbl_NnCshAssstncDsc,/IRS990ScheduleI/RecipientTable/NonCashAssistanceDesc,LineExplanationType,String(length=100),Part II; Part II Line  1 Column (g),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Description of non-cash assistance",2013,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,29,RcpntTbl_PrpsOfGrntTxt,/IRS990ScheduleI/RecipientTable/PurposeOfGrantTxt,ShortExplanationType,Text,Part II; Part II Line  1 Column (h),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Purpose of grant",2013,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,34,RcpntBsnssNm_BsnssNmLn1Txt,/IRS990ScheduleI/RecipientTable/RecipientBusinessName/BusinessNameLine1,BusinessNameLine1Type,String(length=75),Part II; Part II Line 1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Name - Business; Business name line 1",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,9,RcpntBsnssNm_BsnssNmLn1Txt,/IRS990ScheduleI/RecipientTable/RecipientBusinessName/BusinessNameLine1Txt,BusinessNameLine1Type,String(length=75),Part II; Part II Line 1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Name - Business; Business name line 1",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,25,RcpntBsnssNm_BsnssNmLn2Txt,/IRS990ScheduleI/RecipientTable/RecipientBusinessName/BusinessNameLine2,BusinessNameLine2Type,String(length=75),Part II; Part II Line 1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Name - Business; Business name line 2",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,43,RcpntBsnssNm_BsnssNmLn2Txt,/IRS990ScheduleI/RecipientTable/RecipientBusinessName/BusinessNameLine2Txt,BusinessNameLine2Type,String(length=75),Part II; Part II Line 1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Name - Business; Business name line 2",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,19,RcpntTbl_RcpntEIN,/IRS990ScheduleI/RecipientTable/RecipientEIN,EINType,String(length=9),Part II; Part II Line  1 Column (b),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; EIN of recipient",2013,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,18,USAddrss_AddrssLn1Txt,/IRS990ScheduleI/RecipientTable/USAddress/AddressLine1,StreetAddressType,String(length=35),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - US; Address line 1",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,17,USAddrss_AddrssLn1Txt,/IRS990ScheduleI/RecipientTable/USAddress/AddressLine1Txt,StreetAddressType,String(length=35),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - US; Address line 1",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,16,USAddrss_AddrssLn2Txt,/IRS990ScheduleI/RecipientTable/USAddress/AddressLine2,StreetAddressType,String(length=35),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - US; Address line 2",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,11,USAddrss_AddrssLn2Txt,/IRS990ScheduleI/RecipientTable/USAddress/AddressLine2Txt,StreetAddressType,String(length=35),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - US; Address line 2",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,15,USAddrss_CtyNm,/IRS990ScheduleI/RecipientTable/USAddress/City,CityType,String(length=22),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - US; City",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,24,USAddrss_CtyNm,/IRS990ScheduleI/RecipientTable/USAddress/CityNm,CityType,String(length=22),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - US; City",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,47,USAddrss_SttAbbrvtnCd,/IRS990ScheduleI/RecipientTable/USAddress/State,StateType,String(length=2),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - US; State",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,7,USAddrss_SttAbbrvtnCd,/IRS990ScheduleI/RecipientTable/USAddress/StateAbbreviationCd,StateType,String(length=2),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - US; State",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,39,USAddrss_ZIPCd,/IRS990ScheduleI/RecipientTable/USAddress/ZIPCd,ZIPCodeType,String(length=15),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - US; ZIP code",2014,
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,21,USAddrss_ZIPCd,/IRS990ScheduleI/RecipientTable/USAddress/ZIPCode,ZIPCodeType,String(length=15),Part II; Part II Line  1 Column (a),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Address of recipient - US; ZIP code",2013,2013
IRS990ScheduleI,skedi_part_ii,True,SkdIRcpntTbl,37,RcpntTbl_VltnMthdUsdDsc,/IRS990ScheduleI/RecipientTable/ValuationMethodUsedDesc,LineExplanationType,String(length=100),Part II; Part II Line  1 Column (f),"Complete if the organization reported more than $5,000 on Form 990, Part IX, line 1 for any recipient that received more than $5,000; Method of valuation (book. FMV, appraisal, other)",2013,
IRS990ScheduleI,skedi_part_iv,True,SkdISpplmntlInfrmtnDtl,36,ExplntnTxt,/IRS990ScheduleI/SupplementalInformationDetail/ExplanationTxt,ExplanationType,Text,Part IV,"Part IV content; Form, part and line number reference explanation",2013,
IRS990ScheduleI,skedi_part_iv,True,SkdISpplmntlInfrmtnDtl,22,FrmAndLnRfrncDsc,/IRS990ScheduleI/SupplementalInformationDetail/FormAndLineReferenceDesc,LineExplanationType,String(length=100),Part IV,"Part IV content; Form, part and line number reference",2013,
IRS990ScheduleI,skedi_part_ii,False,skedi_part_ii,14,Ttl501c3OrgCnt,/IRS990ScheduleI/Total501c3OrgCnt,IntegerNNType,BigInteger,Part II Line 2,Enter total number of 501(c)(3) and government organizations,2013,
IRS990ScheduleI,skedi_part_ii,False,skedi_part_ii,6,TtlOthrOrgCnt,/IRS990ScheduleI/TotalOtherOrgCnt,IntegerNNType,BigInteger,Part II Line 3,Enter total number of other organizations,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,15,AnyNnFxdPymntsInd,/IRS990ScheduleJ/AnyNonFixedPaymentsInd,BooleanType,String(length=5),Part I Line 7,Any non-fixed payments?,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,23,BrdOrCmmttApprvlInd,/IRS990ScheduleJ/BoardOrCommitteeApprovalInd,CheckboxType,String(length=1),Part I Line 3,Board or committee approval,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,45,ClbDsOrFsInd,/IRS990ScheduleJ/ClubDuesOrFeesInd,CheckboxType,String(length=1),Part I Line 1a,Club dues or fees,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,1,CmpBsdOnRvnOfFlngOrgInd,/IRS990ScheduleJ/CompBasedOnRevenueOfFlngOrgInd,BooleanType,String(length=5),Part I Line 5a,Compensation based on revenue of filing org?,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,24,CmpBsdNtErnsFlngOrgInd,/IRS990ScheduleJ/CompBsdNetEarnsFlngOrgInd,BooleanType,String(length=5),Part I Line 6a,Compensation based on net earnings of filing org?,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,7,CmpBsdNtErnsRltdOrgsInd,/IRS990ScheduleJ/CompBsdNetEarnsRltdOrgsInd,BooleanType,String(length=5),Part I Line 6b,Compensation based on net earnings of related orgs?,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,44,CmpBsdOnRvRltdOrgsInd,/IRS990ScheduleJ/CompBsdOnRevRelatedOrgsInd,BooleanType,String(length=5),Part I Line 5b,Compensation based on revenue of related orgs?,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,18,CmpnstnCmmttInd,/IRS990ScheduleJ/CompensationCommitteeInd,CheckboxType,String(length=1),Part I Line 3,Compensation committee,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,11,CmpnstnSrvyInd,/IRS990ScheduleJ/CompensationSurveyInd,CheckboxType,String(length=1),Part I Line 3,Compensation survey,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,4,DscrtnrySpndngAcctInd,/IRS990ScheduleJ/DiscretionarySpendingAcctInd,CheckboxType,String(length=1),Part I Line 1a,Discretionary spending account,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,20,EqtyBsdCmpArrngmInd,/IRS990ScheduleJ/EquityBasedCompArrngmInd,BooleanType,String(length=5),Part I Line 4c,Equity based compensation arrangement?,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,16,FrstClssOrChrtrTrvlInd,/IRS990ScheduleJ/FirstClassOrCharterTravelInd,CheckboxType,String(length=1),Part I Line 1a,First class or charter travel,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,40,Frm990OfOthrOrgnztnsInd,/IRS990ScheduleJ/Form990OfOtherOrganizationsInd,CheckboxType,String(length=1),Part I Line 3,Form 990 of other organizations,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,6,HsngAllwncOrRsdncInd,/IRS990ScheduleJ/HousingAllowanceOrResidenceInd,CheckboxType,String(length=1),Part I Line 1a,Housing allowance or residence,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,36,IdmnfctnGrssUpPmtsInd,/IRS990ScheduleJ/IdemnificationGrossUpPmtsInd,CheckboxType,String(length=1),Part I Line 1a,Idemnification and gross-up payments,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,32,IndpndntCnsltntInd,/IRS990ScheduleJ/IndependentConsultantInd,CheckboxType,String(length=1),Part I Line 3,Independent consultant,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,10,IntlCntrctExcptnInd,/IRS990ScheduleJ/InitialContractExceptionInd,BooleanType,String(length=5),Part I Line 8,Initial contract exception?,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,9,PymntsFrUsOfRsdncInd,/IRS990ScheduleJ/PaymentsForUseOfResidenceInd,CheckboxType,String(length=1),Part I Line 1a,Payments for use of residence,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,30,PrsnlSrvcsInd,/IRS990ScheduleJ/PersonalServicesInd,CheckboxType,String(length=1),Part I Line 1a,Personal services,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,41,RbttblPrsmptnPrcInd,/IRS990ScheduleJ/RebuttablePresumptionProcInd,BooleanType,String(length=5),Part I Line 9,Rebuttable presumption procedure?,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,29,BsCmpnstnFlngOrgAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BaseCompensationFilingOrgAmt,USAmountType,BigInteger,Part II Column (B)(i),Part II contents; Base compensation ($) from filing organization,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,3,BnsFlngOrgnztnAmnt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BonusFilingOrganizationAmount,USAmountType,BigInteger,Part II Column (B)(ii),Part II contents; Bonus and incentive compensation ($) from filing organization,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,47,BnsRltdOrgnztnsAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BonusRelatedOrganizationsAmt,USAmountType,BigInteger,Part II Column (B)(ii),Part II contents; Bonus and incentive compensation ($) from related organizations,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,39,BsnssNmLn1Txt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BusinessName/BusinessNameLine1,BusinessNameLine1Type,String(length=75),Part II Column (A),Part II contents; Name of officer - business; Business name line 1,2013,2013
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,35,BsnssNmLn1Txt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BusinessName/BusinessNameLine1Txt,BusinessNameLine1Type,String(length=75),Part II Column (A),Part II contents; Name of officer - business; Business name line 1,2014,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,37,BsnssNmLn2Txt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BusinessName/BusinessNameLine2,BusinessNameLine2Type,String(length=75),Part II Column (A),Part II contents; Name of officer - business; Business name line 2,2013,2013
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,5,BsnssNmLn2Txt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/BusinessName/BusinessNameLine2Txt,BusinessNameLine2Type,String(length=75),Part II Column (A),Part II contents; Name of officer - business; Business name line 2,2014,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,33,CmpRprtPrr990FlngOrgAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/CompReportPrior990FilingOrgAmt,USAmountType,BigInteger,Part II Column (F),Part II contents; Comp reported prior 990 - from filing org,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,31,CmpRprtPrr990RltdOrgsAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/CompReportPrior990RltdOrgsAmt,USAmountType,BigInteger,Part II Column (F),Part II contents; Comp reported prior 990 - from related orgs,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,8,CmpnstnBsdOnRltdOrgsAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/CompensationBasedOnRltdOrgsAmt,USAmountType,BigInteger,Part II Column (B)(i),Part II contents; Compensation based on related organizations?,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,28,DfrrdCmpRltdOrgsAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/DeferredCompRltdOrgsAmt,USAmountType,BigInteger,Part II Column (C),Part II contents; Deferred compensation ($) from related organizations,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,42,DfrrdCmpnstnFlngOrgAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/DeferredCompensationFlngOrgAmt,USAmountType,BigInteger,Part II Column (C),Part II contents; Deferred compensation ($) from filing organization,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,13,NntxblBnftsFlngOrgAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/NontaxableBenefitsFilingOrgAmt,USAmountType,BigInteger,Part II Column (D),Part II contents; Nontaxable benefits ($) from filing organization,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,19,NntxblBnftsRltdOrgsAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/NontaxableBenefitsRltdOrgsAmt,USAmountType,BigInteger,Part II Column (D),Part II contents; Nontaxable benefits ($) from related organizations,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,2,OthrCmpnstnFlngOrgAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/OtherCompensationFilingOrgAmt,USAmountType,BigInteger,Part II Column (B)(iii),Part II contents; Other compensation ($) from filing organization,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,25,OthrCmpnstnRltdOrgsAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/OtherCompensationRltdOrgsAmt,USAmountType,BigInteger,Part II Column (B)(iii),Part II contents; Other compensation ($) from related organizations,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,46,PrsnNm,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/PersonNm,PersonNameType,String(length=35),Part II Column (A),Part II contents; Name of officer - person,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,21,TtlTxt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/TitleTxt,LineExplanationType,String(length=100),Part II Column (A),Part II contents; Title of Officer,2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,26,TtlCmpnstnFlngOrgAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/TotalCompensationFilingOrgAmt,USAmountType,BigInteger,Part II Column (E),"Part II contents; Total of (B)(i) - (D), from filing org",2013,
IRS990ScheduleJ,skedj_part_ii,True,SkdJRltdOrgOffcrTrstKyEmpl,34,TtlCmpnstnRltdOrgsAmt,/IRS990ScheduleJ/RltdOrgOfficerTrstKeyEmplGrp/TotalCompensationRltdOrgsAmt,USAmountType,BigInteger,Part II Column (E),"Part II contents; Total of (B)(i) - (D), from related orgs",2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,43,SvrncPymntInd,/IRS990ScheduleJ/SeverancePaymentInd,BooleanType,String(length=5),Part I Line 4a,Severance payment?,2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,17,SbstnttnRqrdInd,/IRS990ScheduleJ/SubstantiationRequiredInd,BooleanType,String(length=5),Part I Line 2,Substantiation required?,2013,
IRS990ScheduleJ,skedj_part_iii,True,SkdJSpplmntlInfrmtnDtl,49,ExplntnTxt,/IRS990ScheduleJ/SupplementalInformationDetail/ExplanationTxt,ExplanationType,Text,Part III,"Part III contents; Form, Part and line number reference explanation",2013,
IRS990ScheduleJ,skedj_part_iii,True,SkdJSpplmntlInfrmtnDtl,22,FrmAndLnRfrncDsc,/IRS990ScheduleJ/SupplementalInformationDetail/FormAndLineReferenceDesc,LineExplanationType,String(length=100),Part III,"Part III contents; Form, Part and line number reference",2013,
IRS990ScheduleJ,skedj_part_i,False,skedj_part_i,14,SpplmntlNnqlRtrPlnInd,/IRS990ScheduleJ/SupplementalNonqualRtrPlanInd,BooleanType,String(length=5),Part I Line 4b,Supplemental nonqualified retirement plan?,2013,
